brand type,km,ownerno,oem,model,modelyear,price,registration year,insurance validity,fuel type,seats,transmission,year of manufacture,displacement,no of cylinder,values per cylinder,turbo charger,super charger,length,width,height,gear box,drive type,steering type,turning radius,tyre type,no door numbers,city
sedan,112000,1,maruti,maruti ciaz,2017,700000,2017,comprehensive,diesel,5,manual,2017,1248,4,4,yes,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,20000,1,maruti,maruti brezza,2023,1100000,2023,third party,petrol,5,manual,2023,1462,4,4,no,no,3995,1790,1685,5,fwd,electric,4.82,tubeless radial,5,jaipur
suv,20000,1,tata,tata nexon,2020,915000,2020,third party,petrol,5,automatic,2020,1198,3,4,yes,no,3994,1811,1607,6,fwd,power,5.1,tubeless radial,5,jaipur
suv,46100,1,volkswagen,volkswagen taigun,2021,1850000,2021,comprehensive,petrol,5,automatic,2021,1498,4,4,yes,no,4221,1760,1612,7,fwd,electric,5.05,tubeless radial,5,jaipur
hatchback,51374,1,maruti,maruti baleno,2020,600000,2020,comprehensive,petrol,5,manual,2020,1197,4,4,no,no,3995,1745,1510,5,fwd,electric,4.9,tubeless radial,5,jaipur
suv,40000,1,maruti,maruti vitara brezza,2019,900000,2019,third party,diesel,5,manual,2019,1248,4,4,yes,no,3995,1790,1640,5,fwd,power,5.2,tubeless radial,5,jaipur
hatchback,110000,2,maruti,maruti celerio,2019,400000,2019,third party,petrol,5,manual,2019,998,3,4,no,no,3695,1600,1565,5,fwd,power,4.7,tubeless radial,5,jaipur
muv,120000,4,maruti,maruti ertiga,2015,540000,2015,third party,diesel,7,manual,2015,1248,4,4,yes,no,4296,1695,1685,5,fwd,power,5.2,tubeless radial,5,jaipur
suv,48089,3,honda,honda wr-v,2018,640000,2018,zero dep,petrol,5,manual,2018,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,jaipur
sedan,51046,2,honda,honda city,2018,798000,2018,third party,petrol,5,manual,2018,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,jaipur
hatchback,62134,1,hyundai,hyundai grand i10,2015,385000,2015,third party,petrol,5,manual,2015,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
hatchback,54256,1,honda,honda jazz,2016,484999,2016,comprehensive,petrol,5,manual,2016,1199,4,4,no,no,3955,1694,1544,5,fwd,power,5.1,tubeless radial,5,jaipur
sedan,118046,2,maruti,maruti ciaz,2017,528000,2017,third party,petrol,5,manual,2017,1373,4,4,no,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,44461,1,skoda,skoda kushaq,2021,1000000,2021,comprehensive,petrol,5,manual,2021,999,3,4,yes,no,4225,1760,1612,6,fwd,electric,5.37,tubeless radial,5,jaipur
hatchback,80000,1,hyundai,hyundai grand i10,2020,545000,2020,third party,petrol,5,manual,2020,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
muv,125000,2,toyota,toyota innova,2015,835000,2015,third party,diesel,8,manual,2015,2494,4,4,yes,no,4580,1770,1755,5,fwd,power,5.4,tubeless radial,5,jaipur
suv,120000,2,mahindra,mahindra scorpio,2013,635000,2013,third party,diesel,8,manual,2013,2179,4,4,yes,no,4430,1817,1975,5,fwd,power,5.6,tubeless radial,5,jaipur
sedan,70123,1,maruti,maruti ciaz,2017,621000,2017,comprehensive,petrol,5,manual,2017,1373,4,4,no,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,80000,1,hyundai,hyundai creta,2016,850000,2016,third party,diesel,5,manual,2016,1396,4,4,no,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,jaipur
sedan,80000,1,honda,honda city,2019,980000,2019,third party,petrol,5,manual,2019,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,jaipur
suv,120000,3,mitsubishi,mitsubishi pajero,2007,450000,2007,third party,diesel,6,manual,2007,2835,4,2,yes,no,4755,1775,1900,5,4wd,power,5.9,tubeless radial,5,jaipur
suv,114756,1,mercedes-benz,mercedes-benz m-class,2015,3190000,2016,comprehensive,diesel,5,automatic,2015,2143,4,4,yes,no,4817,2141,1762,7,awd,power,5.9,tubeless radial,5,jaipur
muv,23793,1,maruti,maruti ertiga,2016,899000,2016,comprehensive,diesel,7,manual,2016,1248,4,4,yes,no,4296,1695,1685,5,fwd,power,5.2,tubeless radial,5,jaipur
suv,100181,2,toyota,toyota fortuner,2011,1200000,2011,comprehensive,diesel,7,manual,2011,2982,4,4,yes,no,4695,1840,1850,5,4wd,power,5.9,tubeless radial,5,jaipur
hatchback,60000,1,maruti,maruti celerio,2016,360000,2016,comprehensive,petrol,5,manual,2016,998,3,4,no,no,3695,1600,1560,5,fwd,power,4.7,tubeless radial,5,jaipur
suv,16858,1,kia,kia seltos,2019,1395000,2019,comprehensive,petrol,5,manual,2019,1353,4,4,yes,no,4315,1800,1645,6,fwd,electric,5.36,tubeless radial,5,jaipur
suv,80000,2,mahindra,mahindra tuv 300,2017,600000,2017,third party,diesel,7,manual,2017,1493,3,2,yes,no,3995,1835,1826,5,rwd,power,5.35,tubeless radial,5,jaipur
hatchback,7414,1,renault,renault kwid,2022,453000,2022,third party,petrol,5,manual,2022,799,3,4,no,no,3731,1579,1474,5,fwd,electric,5.0,tubeless radial,5,jaipur
hatchback,18206,1,ford,ford figo,2020,534000,2020,third party,petrol,5,manual,2020,1194,3,4,no,no,3941,1704,1525,5,fwd,power,4.9,tubeless,5,jaipur
sedan,77000,2,honda,honda city,2016,610000,2016,comprehensive,petrol,5,manual,2016,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,jaipur
suv,56569,1,ford,ford ecosport,2019,709000,2019,third party,diesel,5,manual,2019,1498,4,4,yes,no,3998,1765,1647,5,fwd,power,5.3,tubeless radial,4,jaipur
sedan,44461,1,skoda,skoda slavia,2021,1000000,2021,comprehensive,petrol,5,manual,2021,999,3,4,yes,no,4541,1752,1507,6,fwd,electric,5.37,tubeless radial,4,jaipur
hatchback,40000,2,maruti,maruti alto 800,2019,320000,2019,third party,petrol,5,manual,2019,796,3,4,no,no,3445,1515,1475,5,fwd,manual,4.6,tubeless,5,jaipur
sedan,20000,1,maruti,maruti swift dzire,2022,890000,2022,third party,petrol,5,manual,2022,1197,4,4,no,no,3995,1735,1515,5,fwd,electric,4.8,tubeless radial,4,jaipur
sedan,30000,1,honda,honda amaze,2020,725000,2020,third party,petrol,5,manual,2020,1199,4,4,no,no,3995,1695,1501,5,fwd,electric,4.7,tubeless radial,4,jaipur
suv,120000,1,jeep,jeep compass,2017,1150000,2017,third party,diesel,5,manual,2017,1956,4,4,yes,no,4395,1818,1640,6,4x2,power,5.36,tubeless radial,5,jaipur
suv,90000,2,hyundai,hyundai creta,2017,1010000,2017,third party,diesel,5,automatic,2017,1582,4,4,yes,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,jaipur
suv,43919,1,honda,honda br-v,2016,790000,2016,comprehensive,diesel,7,manual,2016,1498,4,4,yes,no,4456,1735,1666,6,fwd,power,5.5,tubeless radial,5,jaipur
suv,80000,1,hyundai,hyundai creta,2015,888000,2015,third party,diesel,5,manual,2015,1582,4,4,yes,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,jaipur
sedan,72602,2,hyundai,hyundai verna,2016,695000,2016,comprehensive,diesel,5,automatic,2016,1582,4,4,yes,no,4375,1700,1475,4,fwd,power,5.2,tubeless,4,jaipur
hatchback,86000,1,hyundai,hyundai grand i10,2016,425000,2016,third party,petrol,5,manual,2016,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
hatchback,32355,1,renault,renault kwid,2020,425000,2020,comprehensive,petrol,5,manual,2020,999,3,4,no,no,3731,1579,1474,5,fwd,electric,5.0,tubeless radial,5,jaipur
hatchback,40000,2,hyundai,hyundai i20,2021,710000,2021,third party,petrol,5,manual,2021,1197,4,4,no,no,3995,1775,1505,5,fwd,electric,4.96,tubeless radial,5,jaipur
sedan,30000,1,honda,honda city,2020,1060000,2020,third party,petrol,5,manual,2020,1498,4,4,no,no,4549,1748,1489,6,fwd,electric,5.3,tubeless radial,4,jaipur
suv,94724,1,bmw,bmw x1,2016,2390000,2017,comprehensive,diesel,5,automatic,2016,1995,4,4,yes,no,4477,2058,1545,8,rwd,power,5.8,tubeless radial,5,jaipur
sedan,72916,1,volvo,volvo s60 cross country,2017,2500000,2018,comprehensive,diesel,5,automatic,2017,2400,5,4,yes,no,4637,2097,1539,6,awd,power,5.65,tubeless radial,4,jaipur
hatchback,100000,1,maruti,maruti wagon r,2016,400000,2016,third party,petrol,5,manual,2016,998,3,4,no,no,3599,1495,1700,5,fwd,power,4.6,tubeless,5,jaipur
sedan,41521,1,skoda,skoda octavia,2019,2190000,2019,comprehensive,petrol,5,automatic,2019,1798,4,4,yes,no,4670,1814,1476,7,fwd,power,5.2,tubeless radial,4,jaipur
suv,76065,2,tata,tata nexon,2019,723000,2019,comprehensive,petrol,5,manual,2019,1198,3,4,yes,no,3994,1811,1607,6,fwd,power,5.1,tubeless radial,5,jaipur
suv,120000,3,mitsubishi,mitsubishi pajero,2007,450000,2007,third party,diesel,6,manual,2007,2835,4,2,yes,no,4755,1775,1900,5,4wd,power,5.9,tubeless radial,5,jaipur
hatchback,9909,2,maruti,maruti baleno,2022,790000,2023,zero dep,petrol,5,manual,2022,1197,4,4,no,no,3990,1745,1500,5,fwd,electric,4.85,tubeless radial,5,jaipur
sedan,37811,2,honda,honda city,2018,795000,2018,third party,petrol,5,manual,2018,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,jaipur
sedan,60000,3,tata,tata manza,2014,252000,2014,third party,diesel,5,manual,2014,1248,4,4,yes,no,4413,1703,1550,5,fwd,power,5.1,tubeless radial,4,jaipur
sedan,120000,2,volkswagen,volkswagen vento,2015,610000,2015,third party,diesel,5,manual,2015,1498,4,4,yes,no,4384,1699,1466,5,fwd,power,5.4,tubeless radial,4,jaipur
sedan,42840,1,audi,audi a3,2015,2190000,2016,comprehensive,diesel,5,automatic,2015,1968,4,4,yes,no,4456,1960,1416,6,fwd,power,5.35,tubeless radial,4,jaipur
suv,60000,1,mahindra,mahindra xuv300,2019,1019999,2019,third party,petrol,5,manual,2019,1197,3,4,yes,no,3995,1821,1627,6,fwd,power,5.3,tubeless radial,5,jaipur
hatchback,120000,1,tata,tata indica,2013,200000,2013,third party,diesel,5,manual,2013,1248,4,4,no,no,4056,1710,1567,5,fwd,power,5.06,tubeless radial,5,jaipur
hatchback,70000,2,maruti,maruti swift,2018,650000,2018,comprehensive,petrol,5,manual,2018,1197,4,4,no,no,3840,1735,1530,5,fwd,electric,4.82,tubeless,5,jaipur
suv,8401,1,mg,mg astor,2022,1425000,2022,third party,petrol,5,automatic,2022,1498,4,4,no,no,4323,1809,1650,8,fwd,electronic,5.36,tubeless radial,5,jaipur
muv,16275,1,kia,kia carens,2022,1789999,2022,comprehensive,petrol,6,automatic,2022,1353,4,4,yes,no,4540,1800,1708,7,2wd,power,5.36,tubeless radial,5,jaipur
suv,30000,1,ford,ford ecosport,2019,630000,2019,third party,petrol,5,manual,2019,1497,3,4,no,no,3998,1765,1647,5,fwd,power,5.3,tubeless radial,4,jaipur
suv,22289,1,kia,kia seltos,2021,1450000,2021,comprehensive,petrol,5,manual,2021,1497,4,4,no,no,4315,1800,1645,6,fwd,electric,5.36,tubeless radial,5,jaipur
hatchback,70123,1,renault,renault kwid,2018,285000,2018,third party,petrol,5,manual,2018,999,3,4,no,no,3679,1579,1478,5,fwd,power,4.9,tubeless radial,5,jaipur
muv,50123,1,renault,renault triber,2019,535000,2019,comprehensive,petrol,7,manual,2019,999,3,4,no,no,3991,1739,1643,5,fwd,electric,5.0,tubeless radial,5,jaipur
hatchback,70123,1,maruti,maruti celerio,2018,434999,2018,comprehensive,petrol,5,automatic,2018,998,3,4,no,no,3695,1600,1560,5,fwd,power,4.7,tubeless radial,5,jaipur
hatchback,100000,3,hyundai,hyundai eon,2016,229999,2016,third party,petrol,5,manual,2016,814,3,3,no,no,3495,1550,1500,5,fwd,power,4.6,tubeless,5,jaipur
suv,110000,3,mahindra,mahindra xuv500,2014,550000,2014,third party,diesel,7,manual,2014,2179,4,4,yes,no,4585,1890,1785,6,awd,power,5.6,tubeless radial,5,jaipur
sedan,99643,1,volkswagen,volkswagen ameo,2017,574000,2017,third party,diesel,5,manual,2017,1498,4,4,yes,no,3995,1682,1483,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,103116,1,honda,honda wr-v,2017,589000,2017,zero dep,petrol,5,manual,2017,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,jaipur
sedan,120000,1,chevrolet,chevrolet sail,2017,350000,2017,third party,diesel,5,manual,2017,1248,4,4,yes,no,4249,1690,1503,5,fwd,power,5.15,tubeless radial,4,jaipur
hatchback,43202,1,maruti,maruti alto k10,2017,377000,2017,comprehensive,petrol,5,automatic,2017,998,3,4,no,no,3545,1490,1475,5,fwd,power,4.6,tubeless radial,5,jaipur
sedan,57671,1,volkswagen,volkswagen ameo,2017,544000,2018,comprehensive,petrol,5,manual,2017,1198,3,4,no,no,3995,1682,1483,5,fwd,power,5.14,tubeless radial,4,jaipur
hatchback,70000,3,hyundai,hyundai eon,2014,225000,2014,comprehensive,petrol,5,manual,2014,998,3,4,no,no,3515,1550,1510,5,fwd,power,4.6,tubeless,5,jaipur
suv,40000,1,mg,mg hector plus,2021,1700000,2021,third party,petrol,6,automatic,2021,1451,4,4,yes,no,4720,1835,1760,6,fwd,manual,5.36,tubeless radial,5,jaipur
sedan,60000,2,maruti,maruti ciaz,2017,600000,2017,third party,petrol,5,manual,2017,1373,4,4,no,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,60000,1,maruti,maruti vitara brezza,2021,869999,2021,third party,petrol,5,manual,2021,1462,4,4,no,no,3995,1790,1640,5,fwd,electronic,5.2,tubeless radial,5,jaipur
sedan,74700,1,mercedes-benz,mercedes-benz cla,2019,2490000,2019,comprehensive,diesel,5,automatic,2019,2143,4,4,yes,no,4630,1777,1432,7,fwd,power,5.5,tubeless radial,4,jaipur
sedan,110000,3,maruti,maruti swift dzire,2015,500000,2015,third party,diesel,5,manual,2015,1248,4,4,yes,no,3995,1695,1555,5,fwd,power,4.8,tubeless radial,4,jaipur
hatchback,100000,4,hyundai,hyundai i10,2010,180000,2010,third party,petrol,5,manual,2010,1086,4,3,no,no,3585,1595,1550,5,fwd,power,4.7,tubeless,5,jaipur
sedan,60000,1,maruti,maruti ciaz,2020,800000,2020,third party,petrol,5,manual,2020,1462,4,4,no,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,62000,1,jeep,jeep compass,2018,1500000,2018,comprehensive,diesel,5,manual,2018,1956,4,4,yes,no,4395,1818,1640,6,4x2,power,5.36,tubeless radial,5,jaipur
suv,120000,2,bmw,bmw x3,2012,850000,2012,third party,diesel,5,automatic,2012,1995,4,4,yes,no,4648,2098,1661,8,4wd,power,6.19,tubeless radial,5,jaipur
sedan,90000,2,renault,renault scala,2014,270000,2014,third party,diesel,5,manual,2014,1461,4,4,yes,no,4425,1695,1505,5,fwd,power,5.3,tubeless radial,4,jaipur
sedan,120000,3,hyundai,hyundai verna,2013,409999,2013,third party,diesel,5,manual,2013,1582,4,4,no,no,4370,1700,1475,4,fwd,power,5.2,tubeless radial,4,jaipur
sedan,40000,1,maruti,maruti ciaz,2019,725000,2019,third party,petrol,5,manual,2019,1462,4,4,no,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,60000,2,maruti,maruti vitara brezza,2020,900000,2020,third party,petrol,5,manual,2020,1462,4,4,no,no,3995,1790,1640,5,fwd,electronic,5.2,tubeless radial,5,jaipur
hatchback,50000,1,maruti,maruti baleno,2018,625000,2018,third party,petrol,5,manual,2018,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,jaipur
hatchback,42811,1,maruti,maruti baleno,2019,665000,2019,comprehensive,petrol,5,manual,2019,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,jaipur
hatchback,82558,1,maruti,maruti celerio x,2018,453000,2018,zero dep,petrol,5,manual,2018,998,3,4,no,no,3715,1635,1565,5,fwd,electric,4.82,tubeless radial,5,jaipur
sedan,40000,1,maruti,maruti ciaz,2019,750000,2019,third party,petrol,5,manual,2019,1462,4,4,no,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,jaipur
suv,104521,1,ford,ford ecosport,2018,692000,2018,comprehensive,diesel,5,manual,2018,1498,4,4,yes,no,3998,1765,1647,5,fwd,power,5.3,tubeless radial,4,jaipur
hatchback,95745,1,maruti,maruti baleno,2018,525000,2018,comprehensive,petrol,5,manual,2018,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,jaipur
hatchback,78000,1,hyundai,hyundai grand i10,2018,480000,2018,third party,diesel,5,manual,2018,1120,3,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
sedan,90000,3,bmw,bmw 3 series,2013,1100000,2013,third party,diesel,5,automatic,2013,1995,4,4,yes,no,4624,2031,1429,8,rwd,power,5.5,tubeless radial,4,jaipur
sedan,150000,3,skoda,skoda laura,2009,250000,2009,third party,diesel,5,manual,2009,1896,4,4,yes,no,4569,1769,1485,5,fwd,power,5.1,tubeless radial,4,jaipur
hatchback,70000,2,maruti,maruti baleno,2020,680000,2020,third party,petrol,5,manual,2020,1197,4,4,no,no,3995,1745,1510,5,fwd,electric,4.9,tubeless radial,5,jaipur
hatchback,70000,2,maruti,maruti baleno,2020,680000,2020,third party,petrol,5,manual,2020,1197,4,4,no,no,3995,1745,1510,5,fwd,electric,4.9,tubeless radial,5,jaipur
sedan,90000,2,honda,honda city,2014,550000,2014,third party,diesel,5,manual,2014,1498,4,4,yes,no,4440,1695,1495,6,fwd,power,5.3,tubeless radial,4,jaipur
sedan,100000,2,honda,honda new accord,2006,270000,2006,third party,petrol,5,manual,2006,2354,4,4,no,no,4870,1820,1465,5,fwd,power,5.5,tubeless radial,4,jaipur
suv,80000,2,honda,honda cr-v,2013,1025000,2013,third party,petrol,5,automatic,2013,2354,4,4,no,no,4575,1820,1680,5,awd,power,5.9,tubeless radial,5,jaipur
suv,150000,1,audi,audi q7,2017,3600000,2017,third party,diesel,7,automatic,2017,2967,4,4,yes,no,5052,2212,1740,8,awd,power,6.2,tubeless radial,5,jaipur
sedan,90000,3,hyundai,hyundai verna,2016,650000,2016,third party,diesel,5,manual,2016,1582,4,4,yes,no,4375,1700,1475,6,fwd,power,5.2,tubeless,4,jaipur
suv,60091,1,audi,audi q5,2013,1750000,2013,third party,diesel,5,automatic,2013,1968,4,4,yes,no,4629,2089,1655,7,awd,power,5.8,tubeless radial,5,jaipur
suv,170000,1,toyota,toyota fortuner,2012,1325000,2012,comprehensive,diesel,7,manual,2012,2982,4,4,yes,no,4705,1840,1850,5,4wd,power,5.9,tubeless radial,5,jaipur
hatchback,42000,2,maruti,maruti alto 800,2016,265000,2016,third party,petrol,5,manual,2016,796,3,4,no,no,3430,1515,1475,5,fwd,power,4.6,tubeless,5,jaipur
suv,37724,1,renault,renault kiger,2022,675000,2022,third party,petrol,5,manual,2022,999,3,4,no,no,3991,1750,1605,5,fwd,electric,5.02,tubeless radial,5,jaipur
hatchback,120000,1,ford,ford figo,2011,100000,2011,third party,diesel,5,manual,2011,1399,4,4,no,no,3795,1680,1427,5,fwd,power,4.9,tubeless radial,5,jaipur
muv,100227,1,maruti,maruti ertiga,2014,634000,2014,third party,diesel,7,manual,2014,1248,4,4,yes,no,4265,1695,1685,5,fwd,power,5.2,tubeless radial,5,jaipur
sedan,94112,1,hyundai,hyundai xcent,2017,458000,2017,comprehensive,petrol,5,manual,2017,1197,4,4,no,no,3995,1660,1520,5,fwd,power,4.7,tubeless,4,jaipur
suv,23848,1,toyota,toyota urban cruiser,2021,940000,2021,third party,petrol,5,manual,2021,1462,4,4,no,no,3995,1790,1640,5,fwd,electronic,5.2,tubeless radial,5,jaipur
hatchback,43349,3,maruti,maruti wagon r,2015,327000,2015,third party,petrol,5,manual,2015,998,3,4,no,no,3599,1495,1700,5,fwd,power,4.6,tubeless,5,jaipur
muv,64394,3,maruti,maruti ertiga,2012,459000,2012,third party,diesel,7,manual,2012,1248,4,4,yes,no,4265,1695,1685,5,fwd,power,5.2,tubeless radial,5,jaipur
suv,17353,1,kia,kia seltos,2021,1390000,2021,comprehensive,petrol,5,manual,2021,1497,4,4,no,no,4315,1800,1645,6,fwd,electric,5.36,tubeless radial,5,jaipur
hatchback,30000,2,maruti,maruti wagon r,2009,160000,2009,third party,petrol,5,manual,2009,1061,3,4,no,no,3595,1475,1700,5,fwd,power,4.6,tubeless radial,4,jaipur
hatchback,80000,3,hyundai,hyundai santro xing,2006,105000,2006,third party,petrol,5,manual,2006,1086,4,4,no,no,4056,1710,1567,5,fwd,power,4.96,tubeless radial,5,jaipur
hatchback,70000,1,maruti,maruti ignis,2016,295000,2016,third party,diesel,5,manual,2016,1248,4,4,yes,no,3700,1690,1595,5,fwd,electrical,4.7,tubeless radial,5,jaipur
hatchback,10000,1,renault,renault kwid,2021,445000,2021,third party,petrol,5,manual,2021,799,3,4,no,no,3731,1579,1474,5,fwd,electric,4.9,tubeless radial,5,jaipur
suv,49017,1,kia,kia seltos,2020,1525000,2020,comprehensive,diesel,5,manual,2020,1493,4,4,yes,no,4315,1800,1645,6,fwd,electric,5.36,tubeless radial,5,jaipur
suv,120000,1,hyundai,hyundai creta,2015,700000,2015,third party,diesel,5,manual,2015,1396,4,4,no,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,jaipur
suv,80000,1,kia,kia seltos,2019,1300000,2019,third party,petrol,5,manual,2019,1353,4,4,no,no,4315,1800,1645,6,fwd,electric,5.36,tubeless radial,5,jaipur
hatchback,50000,1,maruti,maruti wagon r,2018,390000,2018,third party,petrol,5,manual,2018,998,3,4,no,no,3599,1495,1700,5,fwd,power,4.6,tubeless,5,jaipur
hatchback,40000,1,maruti,maruti wagon r,2016,350000,2016,third party,petrol,5,automatic,2016,998,3,4,no,no,3599,1495,1700,5,fwd,power,4.6,tubeless,5,jaipur
hatchback,60000,1,renault,renault kwid,2021,450000,2021,third party,petrol,5,manual,2021,799,3,4,no,no,3731,1579,1474,5,fwd,electric,4.9,tubeless radial,5,jaipur
hatchback,70000,2,maruti,maruti swift,2014,450000,2014,third party,diesel,5,manual,2014,1248,4,4,yes,no,3840,1735,1530,5,fwd,power,4.8,tubeless,5,jaipur
suv,87000,1,hyundai,hyundai venue,2019,950000,2019,comprehensive,diesel,5,manual,2019,1493,4,4,yes,no,3995,1770,1605,6,fwd,electric,4.96,radial,5,jaipur
sedan,96330,1,bmw,bmw 5 series,2017,2990000,2017,comprehensive,diesel,5,automatic,2017,1995,4,4,yes,no,4907,2102,1464,8,rwd,power,5.6,tubeless radial,4,jaipur
hatchback,81040,2,maruti,maruti swift,2015,446000,2015,third party,diesel,5,manual,2015,1248,4,4,yes,no,3840,1735,1530,5,fwd,power,4.8,tubeless,5,jaipur
hatchback,112625,1,volkswagen,volkswagen polo,2018,672000,2018,third party,petrol,5,automatic,2018,1197,4,4,yes,no,3971,1682,1469,7,fwd,power,4.97,tubeless radial,5,jaipur
hatchback,58374,1,hyundai,hyundai grand i10,2018,500000,2018,comprehensive,petrol,5,manual,2018,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
hatchback,31733,2,hyundai,hyundai grand i10,2014,409000,2014,third party,petrol,5,manual,2014,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,jaipur
hatchback,49616,1,maruti,maruti baleno,2019,759000,2019,zero dep,diesel,5,manual,2019,1248,4,4,yes,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,jaipur
sedan,70000,1,honda,honda city,2018,825000,2018,third party,petrol,5,manual,2018,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,jaipur
sedan,68000,1,maruti,maruti ciaz,2016,670000,2016,comprehensive,diesel,5,manual,2016,1248,4,4,yes,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,jaipur
